0;1699455676637367600 
0;1699455676738340400 
0;1699455676841167100 
0;1699455676943250300 
0;1699455677045326100 
0;1699455677147450700 
0;1699455677250212500 
0;1699455677352324100 
0;1699455677454398700 
0;1699455677557059500 
0;1699455677659380700 
0;1699455677760573900 
0;1699455677861574500 
0;1699455677965854400 
0;1699455678068367700 
0;1699455678169671000 
0;1699455678271771400 
0;1699455678372474000 
0;1699455678474729800 
0;1699455678575340400 
0;1699455678678141800 
0;1699455678779633600 
0;1699455678881180900 
0;1699455678985767100 
0;1699455679087604000 
0;1699455679188377800 
0;1699455679290236600 
0;1699455679391368000 
0;1699455679493508100 
0;1699455679597952400 
0;1699455679699582100 
0;1699455679801500300 
0;1699455679903892100 
0;1699455680005789400 
0;1699455680106594000 
0;1699455680208557100 
0;1699455680309932400 
0;1699455680411249000 
0;1699455680513254800 
0;1699455680616006500 
0;1699455680717378700 
0;1699455680820446800 
0;1699455680922392500 
0;1699455681024051500 
0;1699455681124250600 
0;1699455681227895600 
0;1699455681330284600 
0;1699455681433660500 
0;1699455681535357700 
0;1699455681635703400 
0;1699455681738732000 
0;1699455681844181400 
0;1699455681946465800 
0;1699455682048880300 
0;1699455682152955800 
0;1699455682254802100 
0;1699455682356423700 
0;1699455682456935200 
0;1699455682558833900 
0;1699455682660401600 
0;1699455682760620400 
0;1699455682863818700 
0;1699455682965716400 
0;1699455683067233100 
0;1699455683168978100 
0;1699455683270656700 
0;1699455683372202900 
0;1699455683473451900 
0;1699455683576029400 
0;1699455683680055100 
0;1699455683781671500 
0;1699455683883029800 
0;1699455683985399900 
0;1699455684086680000 
0;1699455684188023700 
0;1699455684291582900 
0;1699455684391991700 
0;1699455684496460100 
0;1699455684598274400 
0;1699455684699938200 
0;1699455684801474400 
0;1699455684902382800 
0;1699455685005450300 
0;1699455685107340200 
0;1699455685209810100 
0;1699455685312896800 
0;1699455685413540800 
0;1699455685515948000 
0;1699455685618398200 
0;1699455685719907100 
0;1699455685820373300 
0;1699455685924579200 
0;1699455686027369400 
0;1699455686129118900 
0;1699455686230689100 
