3014812;1699455136282168200;153.8683 
3014813;1699455136339797900;57.6297 
3014814;1699455136516275200;62.7367 
3014815;1699455136752018400;133.3263 
3014816;1699455136967047000;50.8687 
3014817;1699455137269015400;51.8892 
3014819;1699455137366269700;52.0124 
30148111;1699455137470005400;50.2798 
30148113;1699455137564222800;45.4506 
30148115;1699455137665731100;51.0689 
30148117;1699455137763134500;49.735 
30148119;1699455137870738400;57.3768 
30148121;1699455137969050000;51.6147 
30148123;1699455138069226200;53.8931 
30148125;1699455138169156000;54.0563 
30148127;1699455138264065700;49.3968 
30148129;1699455138363155500;50.1068 
30148131;1699455138462776900;49.661 
30148133;1699455138667707300;52.1226 
30148135;1699455138762913900;48.2998 
30148137;1699455138862095200;49.5377 
30148139;1699455138965487500;53.0075 
30148141;1699455139063874900;46.464 
30148143;1699455139162920400;47.3721 
30148145;1699455139262827300;45.6013 
30148147;1699455139363755800;50.658 
30148149;1699455139512950700;101.2804 
30148151;1699455139612541000;99.5903 
30148154;1699455139713061400;50.5503 
30148156;1699455139817490500;53.7381 
30148158;1699455139912541300;47.8167 
30148160;1699455140012480600;50.9534 
30148162;1699455140112460300;50.5471 
30148164;1699455140218318500;51.3165 
30148165;1699455140320804400;102.4859 
30148166;1699455140432595200;70.4247 
30148168;1699455140531158500;49.7968 
30148170;1699455140630665700;48.6778 
30148171;1699455140698488800;67.8231 
30148173;1699455140817303600;73.049 
30148175;1699455140947517000;70.1462 
30148176;1699455141014691300;67.1743 
30148178;1699455141148094300;70.6757 
30148179;1699455141213921800;65.8275 
30148181;1699455141335919800;71.1676 
30148183;1699455141459147800;65.568 
30148184;1699455141515214200;56.0664 
30148186;1699455141632510800;67.1588 
30148188;1699455141763954500;69.0788 
30148189;1699455141814913800;50.9593 
30148191;1699455141932841500;68.9366 
30148193;1699455142059781200;66.9663 
30148194;1699455142163795800;104.0146 
30148195;1699455142231667500;67.8717 
30148197;1699455142362978600;70.1983 
30148198;1699455142426056100;63.0775 
301481100;1699455142548496300;72.4809 
301481102;1699455142680078800;71.0402 
301481103;1699455142729603600;49.5248 
301481105;1699455142864308700;72.0819 
301481107;1699455142975608100;49.815 
301481109;1699455143075665200;49.8319 
301481111;1699455143195172400;69.2981 
301481112;1699455143242523600;47.3512 
301481113;1699455143992210900;47.5881 
301481115;1699455144091120800;49.61 
301481117;1699455144191433200;49.7522 
301481119;1699455144291029100;50.3448 
301481121;1699455144390393300;49.9904 
301481123;1699455144490893300;49.8201 
301481125;1699455144591638900;51.1816 
301481126;1699455144690544100;98.9052 
301481127;1699455144790043600;149.6961 
301481128;1699455147754564000;49.3032 
301481130;1699455147855470100;51.0889 
301481131;1699455147953198900;98.7359 
301481132;1699455148254141900;47.9783 
301481134;1699455148355882000;52.4683 
301481135;1699455148453422400;97.5404 
301481136;1699455148655573700;51.6302 
301481138;1699455148753474500;49.8464 
301481139;1699455148857766600;104.2921 
301481141;1699455149171452000;67.8327 
301481143;1699455149287028900;50.2813 
301481144;1699455149591343200;64.7066 
301481145;1699455149653085700;61.7425 
301481146;1699455149774054100;120.9684 
301481148;1699455150074370900;55.0904 
301481149;1699455150207248600;132.8777 
301481151;1699455150502879900;49.8816 
301481153;1699455150601766100;48.2264 
301481154;1699455150890138700;68.6491 
301481156;1699455151018795000;65.4725 
301481158;1699455151422960200;71.9012 
301481159;1699455151552131900;129.1717 
301481160;1699455151751454900;62.0551 
301481161;1699455151821362200;69.9073 
301481163;1699455151933363700;51.7069 
301481164;1699455152234940500;47.9839 
301481166;1699455152333515100;48.0995 
301481168;1699455152742226200;58.5923 
301481169;1699455152849733900;107.5077 
301481171;1699455153150666000;50.0112 
301481173;1699455153250273600;50.8332 
301481174;1699455153549191700;50.1788 
301481176;1699455153648996200;49.9514 
301481178;1699455154049688800;50.958 
301481180;1699455154148611600;48.8674 
301481181;1699455154447880600;48.5567 
301481183;1699455154548365900;50.4985 
301481185;1699455154981455000;49.256 
301481187;1699455155382275600;51.1366 
301481188;1699455155481492000;99.2164 
301481189;1699455155780655800;48.0268 
301481191;1699455155879917100;49.7353 
301481192;1699455155980299800;100.3827 
301481194;1699455156282113600;52.1263 
301481195;1699455156430007700;147.8941 
301481197;1699455156729614700;49.4687 
301481198;1699455156830469500;100.8548 
301481200;1699455157129648800;50.3567 
301481202;1699455157229045200;49.8659 
301481203;1699455157547038300;49.2476 
301481205;1699455157647267200;50.8133 
301481206;1699455157745641100;98.3739 
301481208;1699455158044027600;47.9514 
301481210;1699455158145561700;56.0025 
301481211;1699455158464003300;50.6105 
301481212;1699455158528922700;64.9194 
301481213;1699455158628615600;99.6929 
301481215;1699455158927859100;49.1055 
301481217;1699455159077596600;99.1063 
301481219;1699455167138766600;52.2 
301481221;1699455167236432000;49.1929 
301481223;1699455167335808900;48.9637 
301481225;1699455167437143300;49.6052 
301481227;1699455167586494600;100.0007 
301481229;1699455167685909100;99.4145 
301481231;1699455167785678000;99.7689 
301481233;1699455167887199300;101.5213 
301481234;1699455171250022700;49.9778 
301481236;1699455171349994500;49.5495 
301481238;1699455171449119900;49.6723 
301481240;1699455171549330000;49.5264 
301481242;1699455186036095300;99.7383 
301481245;1699455186135671800;49.4759 
301481247;1699455186236199500;50.1393 
301481249;1699455186336311600;50.1003 
301481251;1699455186435794500;49.733 
301481253;1699455186535117200;49.5955 
301481255;1699455186635205800;49.0032 
301481256;1699455186735018300;99.8125 
