3336913;1699452197828986600;62.7057 
3336914;1699452197878801100;49.8145 
3336916;1699452197978114200;49.9213 
3336918;1699452198078590300;50.4598 
33369110;1699452198178470200;48.4727 
33369112;1699452198282356400;53.7307 
33369115;1699452213269409600;54.719 
33369117;1699452213366084600;49.9595 
33369119;1699452213464085500;50.0307 
33369121;1699452213564729800;48.7307 
33369123;1699452213665772900;50.2525 
33369125;1699452213764254900;50.4847 
33369127;1699452213866087100;52.0676 
33369129;1699452213963341300;47.7765 
33369130;1699452214915653500;68.9791 
33369132;1699452215017202400;50.3078 
33369133;1699452215115599600;98.3972 
33369134;1699452215601468900;71.9855 
33369136;1699452215717322400;54.9325 
33369138;1699452217650784500;73.2564 
33369139;1699452217743524300;92.7398 
33369141;1699452217944746900;51.2868 
33369142;1699452218047170100;103.4242 
33369144;1699452222721154100;48.56 
33369146;1699452222821460900;49.9434 
33369147;1699452222937409900;115.949 
33369148;1699452223123739400;66.3422 
33369150;1699452223239435800;51.5788 
33369152;1699452223339507700;51.2798 
33369154;1699452223439100000;50.8056 
33369155;1699452223538088700;98.9887 
33369156;1699452225072015600;49.8725 
33369158;1699452225169994700;49.8663 
33369160;1699452225271051800;50.4293 
33369162;1699452225369663900;49.7384 
33369164;1699452225468360700;48.8484 
33369166;1699452225569736400;50.2751 
33369168;1699452225669408300;49.9696 
33369171;1699452225819439900;50.4443 
33369172;1699452225920297300;100.8574 
33369173;1699452226419228400;48.5349 
33369175;1699452226520764300;52.3795 
33369177;1699452226619769400;50.726 
33369179;1699452226719920100;51.2921 
33369181;1699452226819472900;51.1182 
33369183;1699452226919384900;51.0799 
33369185;1699452227018075300;48.6544 
33369187;1699452227119834200;51.5208 
33369189;1699452227219220500;51.2878 
33369191;1699452227319044100;50.3769 
33369193;1699452227419190800;50.8497 
33369195;1699452227518786900;50.884 
33369197;1699452227619776900;51.9308 
33369198;1699452227719517000;100.7393 
333691100;1699452230697025600;48.2142 
333691101;1699452230797939100;100.9135 
333691102;1699452231247799600;50.0228 
333691104;1699452231347836100;50.3737 
333691106;1699452231447564400;50.2076 
333691108;1699452231547317600;49.9437 
333691110;1699452231647396000;49.9373 
