9614872;1700667001326086300;59.0441;0 
9614873;1700667001418069200;91.9829;0 
9614874;1700667001527732200;154.3634;0 
9614875;1700667001621440700;203.3715;0 
9614876;1700667001717411000;234.7476;0 
9614877;1700667001843702500;315.9703;0 
9614878;1700667001969351100;394.656;0 
9614879;1700667002019427000;397.9863;0 
96148710;1700667002144205800;475.4677;0 
96148711;1700667002268642500;424.94;0 
96148712;1700667002329515700;423.2213;0 
96148713;1700667002455641400;486.2903;0 
96148714;1700667002581127400;187.0706;0 
96148715;1700667002642686000;187.0446;0 
96148716;1700667002766545000;123.859;0 
96148717;1700667002830114600;126.092;0 
96148718;1700667002952014000;185.469;0 
96148719;1700667003078379100;248.2645;0 
96148720;1700667003137870300;246.9504;0 
96148721;1700667003263091700;311.0777;0 
96148722;1700667003387727000;370.8396;0 
96148723;1700667003450945100;372.566;0 
96148724;1700667003576988800;439.1185;0 
96148725;1700667003639877600;438.2491;0 
96148726;1700667007996294400;64.7;0 
96148727;1700667008119827600;123.5332;0 
96148728;1700667008305524000;124.9889;0 
96148729;1700667008427290700;184.8987;0 
96148730;1700667008486981600;181.4576;0 
96148731;1700667008612847300;247.8918;0 
96148732;1700667008736830000;309.5393;0 
96148733;1700667008784766500;297.7849;0 
96148734;1700667008923346100;371.944;0 
96148735;1700667009033074800;420.2275;0 
96148736;1700667009125791200;450.9867;0 
96148737;1700667009234919500;498.0895;0 
96148738;1700667009326564000;541.7975;0 
96148739;1700667009418484500;586.7208;0 
96148740;1700667009532786000;656.6324;0 
96148741;1700667009595234900;671.8888;0 
96148742;1700667009718057400;747.7034;0 
96148743;1700667009844418800;188.1449;0 
96148744;1700667009906493000;188.4356;0 
96148745;1700667010033324700;251.9023;0 
96148746;1700667010156034200;311.6154;0 
96148747;1700667010218710000;312.217;0 
96148748;1700667010344465900;375.0201;0 
96148749;1700667010406193600;372.8689;0 
96148750;1700667010530845400;435.4953;0 
96148751;1700667010654959200;498.925;0 
96148752;1700667010718616500;437.1451;0 
96148753;1700667010842558300;498.0924;0 
96148754;1700667010904823800;498.6302;0 
96148755;1700667011028123300;373.1641;0 
96148756;1700667011152229900;60.7;0 
96148757;1700667011462155800;61.1224;0 
96148758;1700667011525907800;63.752;0 
96148759;1700667014778249300;124.2753;0 
96148760;1700667014841454000;124.3961;0 
96148761;1700667014959937800;181.6885;0 
96148762;1700667015057964200;216.5102;0 
96148763;1700667015180936100;280.5127;0 
96148764;1700667015243594000;283.6562;0 
96148765;1700667015369190800;361.9576;0 
96148766;1700667015491389100;433.4249;0 
96148767;1700667015553806600;433.7886;0 
96148768;1700667015679342400;310.1516;0 
96148769;1700667015786281600;355.5727;0 
96148770;1700667016158037000;60.3635;0 
96148771;1700667016285426500;127.3895;0 
96148772;1700667017093241000;61.6077;0 
96148773;1700667017218616200;125.3752;0 
96148774;1700667017280611900;123.0505;0 
96148775;1700667017404868100;186.2519;0 
96148776;1700667017466867900;186.256;0 
96148777;1700667017592323300;249.7222;0 
96148778;1700667017715894900;311.0268;0 
96148779;1700667017777562000;310.6941;0 
96148780;1700667017900859100;371.2774;0 
96148781;1700667018210680000;121.5994;0 
96148782;1700667018272880900;123.6782;0 
96148783;1700667018397898500;187.2185;0 
96148784;1700667018520360400;247.4795;0 
96148785;1700667018583434400;247.9167;0 
96148786;1700667018706205400;308.3069;0 
96148787;1700667018830173900;370.0495;0 
96148788;1700667018893172100;372.8117;0 
96148789;1700667019017987000;434.5526;0 
96148790;1700667019079928200;435.337;0 
96148791;1700667019204861400;498.656;0 
96148792;1700667019328648600;559.1585;0 
96148793;1700667019392118800;561.9449;0 
96148794;1700667019517821900;375.7885;0 
96148795;1700667019643191400;438.33;0 
96148796;1700667019703248200;435.9038;0 
96148797;1700667019828012100;499.3635;0 
96148798;1700667019891280100;500.1642;0 
96148799;1700667020015846500;562.6804;0 
961487100;1700667020138549100;620.7272;0 
961487101;1700667020203134900;623.1068;0 
961487102;1700667020326487400;683.296;0 
961487103;1700667020450172500;746.9243;0 
961487104;1700667020514033300;560.5279;0 
961487105;1700667020639372100;623.5256;0 
961487106;1700667020701458900;624.4219;0 
961487107;1700667020826951800;688.4027;0 
961487108;1700667020952577400;749.4425;0 
961487109;1700667021014270200;751.5702;0 
961487110;1700667021137378100;810.8907;0 
961487111;1700667021199943100;811.738;0 
961487112;1700667021324563400;748.0194;0 
961487113;1700667021448781200;809.4091;0 
961487114;1700667021509698900;809.2566;0 
961487115;1700667021637812300;874.516;0 
961487116;1700667021764656600;937.7048;0 
961487117;1700667021823411400;933.17;0 
961487118;1700667021947234400;747.2913;0 
961487119;1700667022009804800;747.3959;0 
961487120;1700667022133876700;809.3133;0 
961487121;1700667022257896000;872.7435;0 
961487122;1700667022319615700;744.127;0 
961487123;1700667022443056200;806.246;0 
961487124;1700667022568803800;866.939;0 
961487125;1700667022632091700;867.4351;0 
961487126;1700667022756788300;933.3769;0 
961487127;1700667022820467600;933.5628;0 
961487128;1700667022947926700;1000.6923;0 
961487129;1700667023070084600;1060.2798;0 
961487130;1700667023131755000;1060.1198;0 
961487131;1700667023256059600;1122.1829;0 
961487132;1700667023379183900;1182.7136;0 
961487133;1700667023440248100;1182.3521;0 
961487134;1700667023567105800;1124.0496;0 
961487135;1700667023631712100;1125.3945;0 
961487136;1700667023761526100;1192.7223;0 
961487137;1700667023879223600;1247.1319;0 
961487138;1700667023941872800;1247.8991;0 
961487139;1700667024066572800;1309.7845;0 
961487140;1700667024129492500;1309.0249;0 
961487141;1700667024252270900;1367.2819;0 
961487142;1700667024378975100;1431.0484;0 
961487143;1700667024442220200;1248.4115;0 
961487144;1700667024568361400;1312.3018;0 
961487145;1700667024693117800;1377.5372;0 
961487146;1700667024752960500;1249.1786;0 
961487147;1700667024877705600;1310.5998;0 
961487148;1700667024939816000;1308.1039;0 
961487149;1700667025063597600;1302.0715;0 
961487150;1700667025187474100;1370.9096;0 
961487151;1700667025249816800;1370.5932;0 
961487152;1700667025372883900;1431.0111;0 
961487153;1700667025496225800;1181.6411;0 
961487154;1700667025559011300;1180.0362;0 
961487155;1700667025684429400;1243.2106;0 
961487156;1700667025748121500;1243.5601;0 
961487157;1700667025871818800;1303.4574;0 
961487158;1700667025994613800;1364.4577;0 
961487159;1700667026055742300;1362.6245;0 
961487160;1700667026181292800;1428.3323;0 
961487161;1700667026305214600;1489.2461;0 
961487162;1700667026367885100;1304.2875;0 
961487163;1700667026498729500;1372.6599;0 
961487164;1700667026550579900;1363.1058;0 
961487165;1700667026676689200;1426.8724;0 
961487166;1700667026801725600;1490.4246;0 
961487167;1700667026863763700;1490.8798;0 
961487168;1700667026986856500;1552.4816;0 
961487169;1700667027112343300;1616.1175;0 
961487170;1700667027176033800;1554.2105;0 
961487171;1700667027298107400;1613.678;0 
961487172;1700667027361883300;1613.7618;0 
961487173;1700667027485785900;1676.2264;0 
961487174;1700667027610686400;1738.8676;0 
961487175;1700667027671662000;1740.0327;0 
961487176;1700667027795231300;1800.6175;0 
961487177;1700667027920276800;1552.3917;0 
961487178;1700667027984779500;1486.05;0 
961487179;1700667028109032400;1558.4525;0 
961487180;1700667028170422700;1556.7084;0 
961487181;1700667028296840200;1620.151;0 
961487182;1700667028422617100;1684.8646;0 
961487183;1700667028485268300;1683.5427;0 
961487184;1700667028612409500;1749.6563;0 
961487185;1700667028674383300;1747.918;0 
961487186;1700667028796974100;1810.1176;0 
961487187;1700667028924219500;1874.7007;0 
961487188;1700667028984844400;1749.2349;0 
961487189;1700667029112901800;1814.7944;0 
961487190;1700667029261563600;1899.6803;0 
961487191;1700667029315141000;1891.1448;0 
961487192;1700667029378448300;1892.6624;0 
961487193;1700667029503346100;1958.4272;0 
961487194;1700667029626547400;2015.861;0 
961487195;1700667029691667200;2020.0052;0 
961487196;1700667029816446600;2082.5028;0 
961487197;1700667029942378300;2147.147;0 
961487198;1700667030005938800;2146.3573;0 
961487199;1700667030133478800;2213.202;0 
961487200;1700667030195008800;1899.1699;0 
961487201;1700667030320548600;1962.4734;0 
961487202;1700667030449095200;2026.4781;0 
961487203;1700667030511651900;2026.3836;0 
961487204;1700667030638672900;1964.2896;0 
961487205;1700667030702250800;1965.4366;0 
961487206;1700667030891889900;63.5864;0 
961487207;1700667031017674800;125.7849;0 
